record_id,redcap_survey_identifier,language_survey_timestamp,language_survey_complete,survey_questions_timestamp,age,gender,gender_other,race_culture___1,race_culture___2,race_culture___3,race_culture___4,race_culture___5,race_culture___6,race_culture___8,race_culture___9,race_culture___11,race_culture___13,race_culture___14,race_culture___15,race_culture___16,race_culture___999,race_culture___17,race_culture___18,race_culture_other,med_year,med_year_other,children,specialty,specialty_reason,specialty_change,discouragement,discouragement_reason,family_compatible,family_concerns_det,workload_det,add_training_det,hours_involved_det,stress_levels_det,mentor_barrier,family_support,enough_exposure,equal_rep_res,equal_rep_atten,gender_bias_evi,concern_gender_bias,my_mentor_is_a,orthopaedics,general_surgery,ob_gyn,vascular_surgery,urology,ent,plastic_surgery,neurosurgery,cardiac_surgery,are_there_any_other_specif,survey_questions_complete
131,,"2024-03-15 10:08:25",2,"2024-03-15 10:18:29",26,1,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,3,,0,1,"I love working with my hands and I love being in the OR and I love anatomy. ",,0,,2,5,2,2,3,2,4,3,4,1,1,4,4,2,"Boys club","Less barriers, but female surgeons may be encouraged to see more breast cases than their male peers. One surgical group in my area unifficially designated their female partner as the breast surgeon. She sees all the breast issues. Obviously she had a say in the matter and agreed but I don't think that kind of thinking would have happened if she was a male. ","This might be a little more bias towards females ","Not enough information ","Biased towards males but for the same reason Obgyn is biased towards females. At that point I think patient preferences for male or female physicians for more sensitive issues is ok. (Utah has very few female Obgyns so patients are ""forced"" to see male obgyns. The males are great and I've worked with them, but still young patients may want to see a female provider)","Some bias toward men, but more female representation is happening. This is the field I'm planning on pursuing. ","No barriers ","Boys club. Length of training is insane for me personally. Planning to have children around this residency would be a nightmare. Fertility preservation would be a concern. ","Not enough information. ","At this time in my life, I don't really have any big things that would prevent me from pursuing that career. If I currently had any children that would probably influence my decision. But I don't right now so why would I hold myself back? ",2
132,,"2024-03-15 12:05:13",2,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
133,,"2024-03-15 16:42:41",2,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
134,,"2024-03-15 18:37:32",2,"2024-03-15 18:39:13",27,1,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,4,,0,1,,,1,"By peers, staff, family",3,4,5,2,5,5,3,2,4,4,2,4,2,2,,,,,,,,,,,2
135,,"2024-03-15 21:11:08",2,"2024-03-15 21:15:41",26,1,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,1,,0,0,"It has been presented as having horrible work life balance, being overworked and very difficult to have a family. ","All of the things mentioned above",1,"A resident I met at a bar who had just switched from surgery into family medicine because they were completely overworked and burned out. They said that they were finally beginning to feel like themselves again now that they were out and strongly advised not to go into surgery if you want any sort of happiness. ",2,5,4,2,4,2,4,2,3,1,1,4,4,2,,,,,,,,,,"Ability to take a maternity leave without penalization (formal or informal) ",2
136,,"2024-03-16 15:37:17",2,"2024-03-16 15:41:19",29,2,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,,0,0,"Work-life balance, competitiveness, culture",Call-schedule,1,"Residents describing the bad work-life balance who are in a surgery specialty ",2,3,3,4,3,4,3,3,3,2,1,3,3,4,,,,,,,,,,,2
137,,"2024-03-16 17:16:25",2,"2024-03-16 17:24:42",23,1,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,3,,0,0,"Negative experiences with both surgeons and surgical residents, hostile learning environment, condescending staff, many attendings I work with are friendly with residents and do lots of teaching with them but barely interact with medical students, deterring in terms of finding a mentor who would encourage you to pursue their surgical specialty, lots of call, pressure when in the OR to know what to do",,0,,2,4,5,3,3,4,4,2,4,2,1,5,4,4,"Male-dominated field",,"Lots of medico-legal issues",,,"High level of competitiveness","High level of competitiveness",,,,2
138,,"2024-03-18 10:00:45",2,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
139,,"2024-03-18 12:41:49",2,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
140,,"2024-03-18 14:25:56",2,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
141,,"2024-03-18 14:35:53",2,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
142,,"2024-03-18 15:37:06",2,"2024-03-18 15:40:51",24,2,,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,,1,,0,1,,,0,,2,4,3,4,4,2,2,1,3,3,2,2,1,3,,,,,,,,,,,2
143,,"2024-03-18 15:37:31",2,"2024-03-18 15:44:32",28,1,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,,0,0,"Long hours, poor work life balance, long residency, toxic residency environment, expectation that job comes before anything else ","Better work life balance. Better pay within residency equating to the hours worked. Reduced hours working once in a staff position ",0,,2,5,5,5,5,4,4,4,2,1,1,4,4,4,"Poor job opportunities post training. Has a reputation as being a ""frat boy"" specialty. Personal experience with orthopaedic surgeons has been poor. ","Long hours. Call. ","I would actually be very interested in this specialty if the work life balance wasnt so terrible ","No exposure thus far ","Witnessed a bad outcome during an observership which has deterred me ","Not particularly interested ","Interested but long residency not so much ","Very long residency with few jobs available in the cities I would want to work in ","Too competitive, not particularly interested ","Feels like things can change so rapidly and a routine procedure could lead to death which is scary",2
144,,"2024-03-18 15:37:43",2,"2024-03-18 15:42:17",25,1,,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,,4,,0,0,"Poor lifestyle: poor flexibility of hours, no desire to be on call, poor culture/reputation for shame based learning, long residency ","Primarily the culture (especially shame based learning) and the long hours with call (I can't see this changing)",0,,2,5,5,4,5,5,3,5,5,4,2,2,4,2,"Bro culture","Shame based learning","Other surgical specialties thinking OBGYN is not surgical, lots of litigation",,,,,,,,2
145,,"2024-03-18 15:37:45",2,"2024-03-18 15:39:36",27,1,,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,,1,,0,1,,,1,,1,5,3,3,4,4,5,3,1,3,3,3,3,4,,,,,,,,,,,2
146,,"2024-03-18 15:37:56",2,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
147,,"2024-03-18 15:39:04",2,"2024-03-18 15:48:45",26,1,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,2,,0,0,"Poor work-life balance, lifestyle,","Better work-life balance, fewer on-call times, better job availabilities. Better support for maternity leaves ",1,"A former Gen Surgery told me that some of the cons of surgery are the legal issues and the high risk of litigation. ",2,5,5,2,5,5,4,4,1,3,3,5,4,2,,,,,,,,,,,2
148,,"2024-03-18 15:42:57",2,"2024-03-18 15:52:14",23,1,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2,,0,0,"Not interested in performing surgeries (squeamish, disinterested in anatomy, low confidence in dexterity/hand-eye coordination), dissuaded by the lifestyle and brutal residency culture. ","Better hours and a more supportive environment would help, but I think my disinterest in a procedural specialty is primarily a personal factor with minimal structural influence  ",1,"a close friend in clerkship, who has very similar lifestyle and values to me, was told by a surgical resident she should not pursue surgery because she has too many hobbies. She passed this on to me. ",2,2,4,2,4,4,4,1,3,2,2,3,2,4,interest,interest,"interest, stories of toxic culture at my home institution","interest, long cases",interest,interest,"interest, known competitiveness of program entry","interest, long residency ",interest,,2
149,,"2024-03-18 15:43:31",2,"2024-03-18 15:45:44",31,2,,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,,3,,0,0,"lifestyle. ","no. ",0,,3,1,1,5,4,4,1,1,4,3,3,1,3,4,"I dont like bones",,,,,,,,,"no ",2
150,,"2024-03-18 15:44:20",2,"2024-03-18 15:51:43",27,1,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,4,,0,0,"no strong interest in surgery, lifestyle too rigorous, did not feel that residents were similar to me in personality "," -better hours  -more supportive resident community",0,,3,4,5,3,5,4,2,2,5,3,2,3,4,4," -""ortho bro"" stereotype "," -perceived as ""mean""   -very long hours, high expectations of residents "," -little control over hours   -have heard it perceived as ""not a real surgical soecialty"" by other surgeons ","No significant experience/perceptions on this "," -men may want a male doctor for this area of medicine   -definitely feels like a male specialty ","No significant experience in this area ","No significant experience in this area "," -have heard that hours are very bad, would be a barrier for me personally ","No significant experience in this area ",,2
151,,"2024-03-18 15:46:11",2,"2024-03-18 15:49:49",23,1,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,2,,0,0,"Horror stories about work life balance, call shifts, toxic environment (especially with Ortho and some others).","Change in social environment. Some personalities (quieter, less social folk) seem not to flourish. Also, attendings in some specialities are famously toxic (OBGYN, ortho, general surgery, plastics) and would need to change generations and hands.",1,"female resident  in surgery describing their experience.",1,1,5,4,5,3,5,1,4,4,1,5,5,4,,,,,,,,,,,2
152,,"2024-03-18 15:48:39",2,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
153,,"2024-03-18 15:53:23",2,"2024-03-18 16:00:20",24,1,,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,"North African",1,,0,0,"There should be a maybe option here. I have not decided yet.","Improved work/life balance. I've heard from surgical residents that 15 hour days are a normal occurrence - that doesn't leave time to do basic daily activities to take care of yourself, much less maintain interpersonal relationships. ",1,"I've been told by people outside of medicine that I should pursue family medicine because it would give me time to focus on my future family, as a woman.",2,1,4,2,5,4,3,3,3,2,2,3,4,4,"""boys club"" reputation",,,,,,,"Extremely long hours and long residency",,,2
154,,"2024-03-18 15:55:07",2,"2024-03-18 15:58:03",27,2,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,,0,0,"Long hours in training (residency) and in career ","Maybe if there's a better work life balance, such as shorter shifts or more flexible scheduling     Also, because surgical specialities are more competitive when looking for jobs",1,"Said I have dumb hands",2,4,5,3,4,4,2,4,3,3,1,5,5,4,,,,,,,,,,,2
155,,"2024-03-18 16:00:12",2,"2024-03-18 16:02:10",25,1,,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,,4,,0,0,Lifestyle,,0,,1,5,5,5,5,5,2,2,4,1,1,,5,2,,,,,,,,,,,2
156,,"2024-03-18 16:13:13",2,"2024-03-18 16:15:56",27,2,,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,,2,,0,0,"0 interest in surgery as a technique. ","no, just not interested in performing surgery itself. ",0,,1,4,5,4,5,2,1,1,5,4,4,2,1,4,,,,,,,,,,,2
157,,"2024-03-18 16:23:27",2,"2024-03-18 16:35:05",30,2,,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,,3,,0,0,"I do not enjoy the stress of the operating room; the training is too rigorous and long for my preference; the residency match process is too competitive; I am seeking a good work-life balance in my career and I see that being a challenge in surgery ","I don't think there would be anything specific that could change my perspective. It is a challenging discipline by nature, which why such rigorous training and long hours are required. The discipline inherently requires perfection of hands-on skills in the operating, which you have to enjoy practicing in order to master. ",1,"I had a vasovagal episode during a surgical procedure at one time and was told that ""perhaps other specialties may suit me better"". It was said in a well-meaning manner, however the undertone was that I would not be well suited for surgery. I did not take major offense because I did not have interest in a surgical discipline, but I could see how someone interested in surgery might be discouraged. ",1,5,5,5,5,5,2,4,5,4,3,2,1,4,"Reputation is that it is a male-dominated specialty. An ""old boys club"", I have heard. ",,"Reputation is that it is a female-dominated specialty, with males seen as ""out of place"".",,,,,"Has the reputation for being the most challenging discipline and training program in medicine. ",,,2
158,,"2024-03-18 16:32:02",2,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
159,,"2024-03-18 16:35:49",2,"2024-03-18 16:38:13",,1,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2,,0,1,,,0,,2,4,4,4,4,3,1,3,2,3,2,4,4,2,,,,,,,,,,,2
160,,"2024-03-18 16:39:42",2,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
161,,"2024-03-18 16:42:47",2,"2024-03-18 16:46:34",25,1,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,2,,0,0,"I want to have children and not have the demands of a surgical residency ","More maternity considerations",0,,2,5,4,4,4,1,3,3,2,1,1,5,2,4,Strength,"Time demands","On call","Residency demands","Residency demands","Residency demands","Residency demands","Residency demands","Residency demands",,2
162,,"2024-03-18 16:52:59",2,"2024-03-18 16:55:32",22,1,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,1,,0,0,"Not comfortable with cutting people",,0,,2,3,5,4,5,5,1,1,1,3,2,3,3,4,"i feel i'd be too weak","not comfortable with the workload","poor work life balance","not comfortable with the workload","not interested in this specialty","not interested in this specialty","not comfortable with the workload","not comfortable with the workload","not comfortable with the workload",,2
163,,"2024-03-18 17:14:51",2,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
164,,"2024-03-18 17:16:16",2,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
165,,"2024-03-18 17:17:45",2,"2024-03-18 17:19:53",27,2,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,4,,0,0,"Poor work life balance","Better training experience and work life balance",1,"Disparaging comments about residency workload and career prospects.",2,3,5,3,5,2,1,1,5,5,3,,2,1,"Male dominated","Poor quality of life","Toxic culture for co-residents","demanding staff",none,none,competitive,"heavy workload","heavy workload",,2
166,,"2024-03-18 17:22:47",2,"2024-03-18 17:32:10",25,1,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,3,,0,1,"Love the hands-on, fast paced, high acuity nature of it and felt most like where I belonged",,1,"No serious comments or anything directed at me, but plenty of people have told me to choose anything but surgery if you can avoid it",3,2,2,2,2,2,2,2,4,4,3,4,2,2,"""Bro"" stereotype, mostly male, job market, call schedules ","Busy lifestyle, specialty was previously known to have a bit of a toxic culture","Female dominated, focus on women's health ","Small subspecialty so competitive, very challenging hours","possible bias against females due to large patient population of males","Increasing interest in the field therefore general competition, knowledge about quite a broad spectrum of topics/systems ","Very competitive, research required","Very niche, competitive, research driven (almost requirement to get PhD)","Competitive, gruelling hours and work, sick patients, long residency ",,2
167,,"2024-03-18 17:28:07",2,"2024-03-18 17:43:28",,2,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,4,,0,0,"Culture, work hours, post-call operating being unsafe","culture around feedback and teaching styles are outdated and not up to date with evidence. Post-call operating is expected and residents thus need to do it despite breaching working hours. Rampant narcissism and high egos that often makes operating rooms toxic for most involved. ",0,,1,3,5,2,5,5,2,1,5,2,1,4,3,4,,,,,,,,,,,2
168,,"2024-03-18 17:28:23",2,"2024-03-18 17:33:16",36,1,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,4,,0,0,"Lifestyle is incompatible with what I'm looking for.","Better work life balance.",0,,2,5,1,1,4,2,3,3,4,2,2,3,3,4,,,"By far the most toxic culture and lack of professionalism.",,,,,,"This is the only one I was really considering but the hours and lifestyle during residency and beyond is not compatible with the life I want to live. ",,2
169,,"2024-03-18 17:47:58",2,"2024-03-18 17:52:31",,1,,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,,2,,0,1,procedural,,1,"administration explicitly vocalized my inability to pursue a surgical speciality due to cultural expectations  ",3,3,2,2,2,2,3,1,3,2,2,4,1,1,,,,,,,,,,,2
170,,"2024-03-18 18:54:07",2,"2024-03-18 19:01:44",26,2,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,,0,1,"The work seems very rewarding",,1,"This was by various friends who are in upper year med as well as attendings and residents at other institutions. Have also heard about strong nepotism in hiring practicing for attending surgeon positions",2,5,5,1,3,5,3,5,3,3,2,3,3,1,"Poor job market, nepotism in hiring","Nepotism in hiring, appears to be incompatible with having a quality family life","As a male, I am not as interested","Insane hours, incompatible with having a quality family life/relationship","long hours","None at the moment","long hours, ","long training time, insane hours","insane hours","I am interested in doing translational research and surgery doesn't seem like a good fit because there would barely be enough time left over to do research (not sure about protected research time as an attending)",2
171,,"2024-03-18 18:54:22",2,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
172,,"2024-03-18 19:35:25",2,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
173,,"2024-03-18 19:52:41",2,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
174,,"2024-03-18 21:30:37",2,"2024-03-18 21:34:10",28,2,,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,,3,,0,0,"Not interested in that area of medicine, feel like I have different set of skills that would be suited elsewhere.","I believe that my skills as a physician would be better suited in other areas of medicine.    However, the long hours, call shifts, and stereotypical negative atmosphere of residency in surgical fields definitely further reduce my interest in these areas",0,,2,4,5,5,5,5,4,3,2,2,1,2,3,4,,,,,,,,,,,2
175,,"2024-03-18 22:42:32",2,"2024-03-18 22:46:09",25,1,,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,,2,,0,0,"The hours and length of training are not conducive to having a family.","I would have considered it if I didn't hear that every surgical subspeciality does not lend itself to a work life balance. I think there are systemic issues as well as PR issues. ",0,,2,4,4,4,4,3,2,2,3,1,1,2,4,4,"Radiation and pregnancy ",,,,,,,"Length of training",,,2
176,,"2024-03-19 11:20:55",2,"2024-03-19 11:22:21",23,1,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,,0,1,"I want to be an ob/gyn, I love working with women!",,1,"won't be able to have a family, won't be taken seriously if I want to be surgeon who also wants kids",3,4,4,4,4,4,4,2,2,1,1,4,4,1,,,,,,,,,,,2
177,,"2024-03-19 13:31:12",2,"2024-03-19 13:44:54",27,1,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,2,,0,0,"I would love to be a surgeon. But the length, difficulty and timing of residency training is not conducive for a woman starting a family. My residency will be during my prime child-bearing years and I do not want to give these up for my career. Additionally, the on-call and long hour work schedule for attending surgeons is also not conducive for me to be the involved parent I want to be for my children.","See above. Ultimately, the structure of residency and surgical work flow does not support child-bearing or effective child-rearing in my opinion. Major overhauls to the surgical/residency system would be needed for this to change. In essence, the current system seems to be made for young men.",1,"When expressing to female surgical mentors my desire to have children before age 35 (therefore during residency), I was explicitly told this would make me very disliked by programs and fellow residents. I was encouraged to either delay child bearing or seek non-surgical fields.",1,5,5,4,4,2,3,4,5,1,1,4,4,2,"Heavily male-dominated. Difficult for female students to bond with potential mentors. Attendings/residents look for ""ortho-bros"" to be friends with and get close to.","Tumultuous working hours and grueling residency training. ","Extremely demanding working hours and call schedules.","Excessive surgical training years required.","Seemingly male-dominated. Personally don't prefer working with male genitals.","Prestigious and research-focused. I feel like taking time off in residency to have children would particularly make you un-liked by colleagues in the field. ","Applicant pool diluted with young, male trainees driven by financial motivations rather than clinical and who use unethical means to put down others to put themselves ahead.","Extremely grueling and lengthy residency training, possibly long working hours and call schedules as attending. Very long procedures which are physically taxing on the surgeon.","Lengthy residency training.","Highly competitive fields like ophthalmology, ENT and plastics have a very toxic applicant pools. I have been victim to purposeful sabotage by classmates in order to put me down and themselves ahead. This has made me reconsider these fields altogether.  ",2
178,,"2024-03-19 15:18:14",2,"2024-03-19 15:20:07",26,2,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,,0,0,"Lifestyle not compatible with my family-centeredness","Fewer calls and better hours during residency (<50 hrs/wk)",0,,1,5,5,4,5,5,2,5,1,2,2,3,1,1,,,,,,,,,,,2
179,,"2024-03-19 18:18:36",2,"2024-03-19 18:22:16",25,1,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,3,,0,0,"Not the best fit for me",No,1,"There's been comments made by med students/residents/staff that if you want a big family you shouldn't go into surgery. As someone who wants 4 children, these comments would have been hard to hear if I was actually interested in the specialty.",4,4,4,4,4,4,2,2,3,4,4,2,2,4,,,,,,,,,,,2
180,,"2024-03-21 16:54:47",2,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
181,,"2024-03-22 09:39:57",2,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
182,,"2024-03-22 14:06:57",2,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
183,,"2024-03-27 09:29:33",2,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
184,,"2024-03-27 09:48:57",2,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
185,,"2024-03-27 22:54:38",2,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
186,,"2024-03-30 00:46:20",2,"2024-03-30 00:49:13",21,1,,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,,1,,0,1,"Interest and precious exposure to field ",,0,,2,2,4,2,3,2,2,2,1,1,1,3,4,2,,,,,,,,,,,2
187,,"2024-04-01 16:16:43",2,"2024-04-01 16:19:14",24,1,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,,0,0,"residency lifestyle, length of training","residency lifestyle - long hours, culture that neglects mental health",0,,3,4,4,4,3,2,2,2,4,2,2,4,4,4,,,,,,,,,,,2
188,,"2024-04-03 17:56:41",2,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
189,,"2024-04-05 22:47:32",2,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
